Time,Fc5,Fc3,Fc1,Fcz,Fc2,Fc4,Fc6,C5,C3,C1,Cz,C2,C4,C6,Cp5,Cp3,Cp1,Cpz,Cp2,Cp4,Cp6,Fp1,Fpz,Fp2,Af7,Af3,Afz,Af4,Af8,F7,F5,F3,F1,Fz,F2,F4,F6,F8,Ft7,Ft8,T7,T8,T9,T10,Tp7,Tp8,P7,P5,P3,P1,Pz,P2,P4,P6,P8,Po7,Po3,Poz,Po4,Po8,O1,Oz,O2,Iz
3181.2500,11.1483,-4.1495,-1.3326,2.4565,-7.1236,15.6662,37.5565,1.0610,-3.3183,-2.4773,7.1040,5.3895,-0.2567,0.7831,-36.2030,6.7203,4.2370,4.2889,-2.9480,-3.6937,33.6717,23.8593,12.0688,-1.3095,32.2644,-22.9620,7.5395,1.8564,5.6340,-21.8859,34.5987,-9.5289,4.7295,3.1537,5.2735,9.2833,5.1257,-4.7113,-11.4490,-1.6890,-28.0242,-33.2745,-14.4055,13.8883,-4.8038,-21.2132,-27.8636,10.7822,1.5363,14.3650,3.4128,-2.3156,-6.8047,-19.7713,-17.6201,-2.3635,12.1573,9.2396,-9.8471,0.0580,2.5263,-18.2396,-5.3953,3.5446
3187.5000,21.9950,-0.9647,0.7073,1.2764,-14.0962,8.3635,35.0937,3.3066,0.3525,-1.2884,5.6212,3.2758,-3.2276,-6.5636,-36.7675,10.5631,7.7719,3.9953,-2.5102,-6.8594,1.8879,14.5644,13.0528,9.8086,13.7734,-11.4516,6.0056,-10.5573,15.7507,-21.5057,72.5383,3.9729,6.3928,1.3227,0.8784,-0.9350,-13.3815,-9.7216,-1.9342,-6.7778,-22.6898,-31.4566,-11.7611,16.7542,-10.8075,-18.8914,-20.2709,18.4368,0.8537,11.4015,2.4350,-2.6732,-4.8683,-15.2089,-22.4197,-8.2240,9.1991,9.5482,-6.4261,13.1830,2.6175,-17.6818,-5.5606,0.7822
3193.7500,28.2804,1.6635,1.6750,-0.5348,-19.1752,-2.9920,30.6229,3.7348,2.7189,-0.6504,3.8646,1.0472,-5.5398,-14.6492,-29.3992,12.2718,8.2974,4.4530,-1.0602,-6.1831,-29.0800,8.8901,15.5274,19.5533,3.0707,-2.4690,4.4123,-23.8682,34.4091,-19.3906,95.0322,12.5106,6.1472,0.1434,-4.2968,-12.5861,-24.8558,-18.5100,7.6786,-6.8071,-16.6631,-23.8831,-5.0563,16.9786,-19.8998,-12.6400,-10.2976,16.3211,-2.1512,4.3249,0.9358,-3.0885,-2.5131,-8.9056,-20.5828,-16.2040,4.0163,5.4164,-1.1163,29.9271,-0.8396,-15.0809,-3.4078,0.4524
3200.0000,26.4830,1.2999,-0.6714,-3.0415,-21.1767,-7.7169,23.5972,3.1619,1.8498,-2.4670,3.2173,-0.6038,-6.7396,-18.9711,-27.3197,9.2895,5.0747,5.3132,0.3515,-2.8314,-42.6825,7.5772,14.3922,14.6860,2.8129,-3.4763,4.4898,-24.7567,42.8387,-21.2112,90.4758,11.9657,3.7983,-0.2569,-5.3986,-16.4325,-17.4826,-20.1388,10.3297,-1.3408,-12.6612,-16.5074,2.1900,18.0931,-30.7007,-6.1076,-3.8223,10.0858,-4.0676,-1.7371,0.4550,-3.0062,-1.2018,-3.8970,-15.0835,-17.6642,1.7332,3.4204,2.3527,42.8251,-3.7550,-6.9475,0.8801,6.8356
3206.2500,23.5924,-1.3641,-5.1555,-4.2064,-21.3525,-1.4994,13.3381,2.4651,-1.0129,-5.6332,3.9147,-1.0327,-6.6229,-19.6617,-33.9552,4.4094,1.2892,6.2816,1.2136,0.3469,-39.7380,7.1413,7.8812,-2.0832,3.2533,-11.7205,6.3750,-10.6846,21.4849,-34.7699,70.3513,5.6342,1.6183,0.2134,-0.6899,-10.5772,4.5971,-8.8217,3.4443,3.7962,-14.8612,-13.8266,7.0496,20.3406,-41.5178,-2.6315,0.0747,6.7478,-0.7888,-2.0694,2.9889,-1.0150,-0.6434,-2.4517,-13.6115,-8.3392,5.7314,8.8570,3.3081,46.9938,-0.8959,4.6631,6.6300,17.2072
3212.5000,27.6992,-3.6890,-7.9816,-2.0267,-20.2641,9.8860,1.5186,2.4128,-2.6449,-6.8053,5.2317,-0.0948,-5.1179,-20.3861,-38.9435,3.6207,1.4393,7.6567,2.0072,1.8015,-33.0358,1.9502,-1.4771,-17.1980,-2.3202,-19.1516,7.8880,6.3462,-22.5334,-56.6224,51.7282,-2.0146,1.0118,0.7870,5.5067,-2.4071,24.6512,10.3010,-7.6898,1.7916,-21.6330,-16.0899,7.4604,21.0323,-45.1246,-3.0660,8.3857,8.6699,7.3731,2.7377,7.6784,2.4136,0.0000,-4.9665,-20.4895,5.6770,13.1195,18.9909,3.6589,44.0569,8.8888,11.8961,12.3979,24.1003
3218.7500,39.7752,-4.0302,-7.2193,1.7603,-17.7988,16.5224,-8.2507,3.0835,-1.9998,-4.7731,5.8319,1.2335,-3.2424,-23.5918,-31.4951,8.6787,6.2243,8.9504,2.8173,1.7645,-31.1443,-9.8451,-9.0071,-20.7631,-9.4279,-21.6439,6.8173,12.0477,-53.2891,-71.5305,42.2747,-10.2478,0.5842,0.0902,7.0421,-0.5258,29.9993,25.6498,-13.7204,-6.7424,-24.3182,-19.9499,2.7680,19.3817,-34.4020,-5.1566,23.0406,13.1111,14.6440,7.0483,10.5487,4.5501,0.9461,-9.5166,-30.3955,12.8670,16.7891,24.5876,5.1034,39.2509,19.2565,9.0456,16.5452,23.3962
3225.0000,51.6963,-3.0779,-4.4683,3.0414,-14.9226,14.9086,-11.7351,3.9144,-1.0865,-1.8380,5.2366,1.6186,-1.8517,-26.9401,-14.8762,14.5843,11.6890,9.0151,3.4777,1.5995,-30.9166,-21.2596,-9.9576,-12.7125,-10.2005,-20.9582,3.8599,5.1716,-39.6201,-68.9156,41.1122,-20.1044,-1.8247,-2.0198,3.1719,-5.6812,23.6944,31.4049,-10.9233,-12.3556,-16.3546,-20.9782,-5.7955,18.8359,-14.8700,-5.7224,34.2274,15.0271,14.4413,5.2761,8.0619,2.7974,1.4308,-13.6107,-33.4791,6.8153,11.3645,18.0463,6.2190,35.5181,19.6589,-1.7871,16.7134,17.2140
3231.2500,55.9629,-1.8688,-2.3025,0.5441,-12.8486,11.5188,-6.2192,4.4487,-2.0516,-0.7835,4.4973,1.2390,-0.3662,-25.3804,-2.1999,14.8249,13.2413,7.3099,4.1834,2.2414,-24.6822,-21.3146,-2.5742,1.2271,-4.9095,-19.8968,1.7740,-3.1986,9.6700,-56.1290,45.5558,-30.0610,-6.4222,-4.2587,-1.0024,-11.2886,17.7332,33.6539,-6.1484,-6.5841,-2.4897,-17.1149,-15.4059,23.6777,-2.4762,-3.8805,29.6839,10.6800,5.5250,-2.9066,0.9951,-2.5541,0.5882,-16.4891,-26.7481,-8.0169,-1.9767,1.5226,3.7870,32.5056,6.4006,-13.0880,10.9010,9.7454
3237.5000,53.8809,-1.0743,-2.5606,-3.4569,-11.7860,13.8624,5.3590,4.1787,-5.2723,-2.4684,4.1055,1.0648,1.6239,-17.2596,-1.2014,8.1096,9.5811,4.3533,5.0495,3.0095,-11.5913,-7.4725,9.1947,14.9427,-1.5042,-18.2864,2.2528,-4.1500,51.5051,-49.2034,52.2315,-36.5487,-10.7167,-4.9672,-0.6126,-11.2283,17.9649,42.4973,-8.2534,8.5239,5.6290,-9.9560,-21.5785,34.3377,-8.5101,-0.8958,11.4220,1.2617,-5.5823,-11.6808,-5.1182,-7.2132,-0.5699,-18.6411,-17.0946,-20.0779,-15.4039,-13.4639,-1.8549,28.2771,-12.4139,-18.3704,1.1768,2.6443
3243.7500,51.7988,-0.8888,-4.6110,-5.8141,-10.3019,21.5876,14.3880,3.4367,-8.6415,-5.3023,3.3817,1.2269,3.3398,-5.9262,-7.2238,0.2125,3.7185,1.7195,5.9316,2.8134,0.6492,9.6493,17.4331,23.2576,-4.2314,-14.3866,4.8149,0.3095,51.4097,-52.3994,55.3218,-38.4753,-11.6023,-3.4646,3.7034,-5.5314,19.4584,57.5142,-16.3362,21.3678,2.7047,-4.5069,-20.6790,45.4109,-25.9200,1.1310,-3.8990,-7.4413,-10.7563,-15.1056,-5.8069,-7.1446,-0.3597,-20.5913,-13.6837,-21.9180,-21.3117,-16.6444,-6.5973,22.5045,-23.4758,-17.4044,-7.1262,-4.6857
3250.0000,55.3018,-0.8061,-6.0250,-5.8199,-7.2013,27.5167,12.4801,3.1948,-9.7086,-7.3236,1.4926,0.9179,3.1756,4.0403,-10.4347,-2.3652,-0.4350,0.3569,5.9801,1.3752,3.9064,16.0422,15.7520,21.9338,-7.7464,-9.5505,7.7262,3.4297,15.2326,-54.1487,49.3894,-38.8810,-8.4732,-0.8456,7.2655,1.2926,16.5099,64.3334,-20.5126,21.9139,-4.3805,-6.1367,-13.4811,49.2938,-34.2296,0.8067,-3.1453,-9.4845,-8.1214,-12.8587,-2.3925,-2.7783,1.6052,-21.4370,-17.6482,-15.9829,-18.4196,-8.2707,-6.6450,17.9401,-19.9912,-14.0249,-9.3969,-11.1028
3256.2500,63.7803,-0.4782,-5.1628,-5.5022,-4.2669,26.6574,-0.6292,3.4632,-8.1462,-8.0715,-1.2299,-0.4678,0.7912,10.7668,-8.4424,0.9186,-1.5214,-0.2315,4.5980,-0.2484,-3.2380,9.0251,5.4915,11.5927,-4.1559,-8.1545,9.6595,4.6056,-22.3201,-44.5221,36.1735,-40.4851,-3.5800,1.2802,7.7377,5.9176,12.8572,49.7795,-14.6863,11.8755,-5.0676,-15.2419,-4.8626,43.2253,-22.8167,-0.9189,8.8860,-4.0266,-2.6994,-9.3796,0.1310,1.7751,4.1922,-19.4844,-21.4253,-9.7922,-11.7046,1.7527,-2.3949,17.2620,-8.4195,-11.0142,-5.7205,-13.6862
3262.5000,71.3694,0.3725,-1.9911,-5.9037,-4.2964,22.8185,-14.6816,3.2883,-5.2163,-7.8071,-2.8585,-1.7579,-1.5327,15.0768,-7.2066,5.3462,-0.5383,-0.7854,2.6684,-0.5815,-15.7040,-0.3338,-4.3595,0.4048,6.8291,-12.0974,9.9556,8.1624,-34.8432,-30.5346,24.6511,-40.9363,0.0585,1.8265,6.9987,7.9688,16.4458,18.6849,-5.4227,1.6629,2.4157,-26.1388,0.0515,32.0346,-1.8648,-1.7397,16.0136,3.1740,-0.6266,-8.6598,-1.5271,2.3921,5.3957,-15.4317,-19.1004,-7.9526,-7.6905,3.8602,1.4106,21.3534,-0.6185,-8.9071,-1.2539,-11.7904
3268.7500,73.8643,1.6014,1.1217,-6.4161,-7.7109,22.8848,-18.5307,1.4739,-2.8933,-7.2347,-2.4608,-1.3087,-1.9444,16.8637,-11.1245,6.3326,0.5770,-1.7495,1.2931,0.0680,-27.3175,-1.0866,-5.5917,-1.6760,16.7589,-17.5090,8.1087,13.0350,-25.0216,-28.0494,21.3743,-35.2419,1.1522,0.7780,7.2141,8.0241,26.6055,-7.9409,-3.9056,-0.6234,10.7730,-31.2705,0.2855,23.9119,9.4639,0.2754,11.2020,5.5208,-2.3948,-9.7771,-5.3028,-0.7599,4.5540,-12.5351,-13.2828,-8.2747,-8.2711,-1.7969,1.5551,29.0742,-1.6391,-6.9131,0.2321,-8.4245
3275.0000,70.6590,2.6645,1.5458,-6.2822,-11.6957,27.3528,-11.4187,-1.6209,-1.9606,-6.9925,-1.2042,0.5309,-1.1850,14.5942,-17.5047,4.3595,0.8293,-2.7302,0.6922,0.0392,-35.4173,4.9313,1.4647,7.1474,17.4644,-17.9040,4.8101,11.4621,-11.0047,-40.1016,23.0792,-22.8627,1.1211,-0.3189,7.5945,6.5223,32.5047,-12.7140,-11.3532,4.2157,13.8993,-27.8471,-1.5253,22.3044,2.0665,4.2845,4.3876,2.2029,-3.3942,-9.0267,-6.6843,-3.8117,2.6910,-13.7918,-11.5956,-6.3014,-10.3359,-7.4678,-0.3842,37.8910,-7.0158,-4.9768,0.2879,-7.1704
3281.2500,65.3585,4.0996,-0.0272,-5.0164,-12.4473,30.0354,-2.7850,-3.6141,-0.9529,-6.6921,-0.2170,2.1085,-0.9046,8.7739,-19.9913,3.6154,0.7347,-2.8244,0.2831,-1.4084,-40.2615,6.7839,8.6746,17.6200,8.7355,-11.3292,2.4738,0.3723,-3.5142,-50.8302,21.0038,-9.9170,2.2068,0.4430,5.6301,4.3581,25.6474,1.7975,-18.0899,9.1851,12.4716,-20.9557,-4.3101,21.9792,-15.0125,5.7278,7.8193,-2.0239,-0.7837,-5.4843,-4.3341,-3.8909,0.8295,-19.0245,-17.8456,-1.6229,-10.6510,-7.3347,-1.0029,45.5146,-9.1940,-4.2708,2.5159,-8.2348
3287.5000,63.4146,6.5546,-0.5948,-2.7977,-9.5505,25.9407,-1.7571,-3.4486,1.5453,-5.4415,0.8448,2.5849,-1.1285,2.7375,-16.5544,6.0477,1.0566,-1.8215,-0.4049,-3.1209,-42.1223,-0.7544,9.0025,19.0111,-2.2648,-3.1020,3.5365,-10.6146,-0.7799,-43.3411,12.0774,-2.9487,5.3089,3.7690,1.3963,3.3391,11.4916,17.9704,-16.4079,9.3268,9.6863,-18.0222,-9.3637,15.4497,-27.9279,1.0291,20.0340,-2.6905,3.3369,-1.8042,-0.5351,-1.2078,-0.3748,-24.5467,-27.4401,2.6112,-9.0667,-3.0734,1.0115,48.7272,-6.7520,-5.4274,7.3726,-9.0261
3293.7500,66.1370,8.9938,2.0063,0.3898,-6.1646,18.4304,-6.9502,-3.3278,5.0597,-2.5968,3.4503,3.1567,0.4022,-0.5394,-11.8179,9.3248,2.2178,-0.0959,-0.5987,-3.1024,-39.7461,-10.0170,4.2255,11.2372,-6.6500,0.0067,7.9415,-8.1578,0.9272,-19.7236,3.1388,-1.8677,9.5564,8.2806,-1.6526,4.4643,4.7157,21.2222,-10.2092,5.4346,5.2279,-21.2474,-16.3235,2.1236,-32.5369,-7.4470,27.5397,-0.9042,4.6863,-0.6848,1.9300,1.6554,-0.9739,-27.3511,-32.8541,3.8017,-8.3377,-0.7718,2.9136,43.8784,-4.6960,-8.4661,9.8523,-8.5163
3300.0000,71.1213,8.9786,6.0636,4.1077,-5.2243,15.3703,-9.2557,-6.8959,6.8190,0.7758,7.4850,5.3331,4.3901,-2.2117,-10.7482,9.6333,3.6069,1.3361,0.3932,-1.3368,-31.6623,-10.6755,1.6406,4.4015,-0.8804,-2.9405,12.1834,7.8292,0.2994,-0.6213,3.3652,-1.2569,13.2457,11.1015,-1.1064,5.9585,12.6635,11.7885,-8.9603,1.3480,-2.7311,-25.9399,-20.5857,-10.1772,-33.1532,-12.2781,21.1621,-1.2792,2.0951,-1.3063,2.7578,2.7822,-1.0619,-27.8594,-30.6659,2.9764,-10.1040,-2.9896,1.6869,30.6451,-6.3818,-12.2129,5.3551,-8.1969
3306.2500,74.5153,4.8916,7.0221,6.2803,-6.9667,19.0518,-3.8141,-14.9937,4.0784,1.9199,10.1569,7.9482,7.4790,-6.1534,-14.3551,6.1645,3.8546,1.4433,2.0412,0.1589,-19.4188,-2.6125,5.0404,6.9104,10.5093,-6.3221,12.3639,22.9313,-4.3182,-3.8978,14.9930,1.7948,15.3752,10.7448,1.5725,5.0332,27.6071,1.3909,-14.5738,0.4379,-10.8931,-25.8901,-17.0278,-13.1260,-34.6735,-8.2901,6.1613,-5.4402,-0.9932,-0.4854,3.5934,2.8612,-0.0644,-28.2433,-22.9637,3.1948,-12.4011,-6.6328,-1.6999,13.7283,-9.9466,-14.0988,-3.7928,-9.1609
3312.5000,74.5969,-0.7244,3.5346,5.6376,-8.6934,24.4439,4.9897,-22.7382,-1.8370,-0.2945,9.3842,8.3487,6.0512,-12.9274,-19.7897,2.4030,2.6853,0.4524,3.4752,0.4248,-8.3492,5.7801,10.9375,16.1193,18.3757,-4.9296,8.1127,25.3512,-10.1729,-25.4747,30.9555,4.0401,15.6510,8.3340,2.5947,1.0751,35.6860,1.3543,-19.6282,3.1153,-12.4461,-20.7091,-7.1714,-6.9278,-36.2034,-0.0631,-6.3670,-10.2345,-1.6040,2.1856,4.3550,2.7737,1.8901,-29.7418,-14.8492,4.8387,-12.7561,-8.4500,-4.2728,1.6966,-10.9632,-12.4558,-10.8467,-10.0287
3318.7500,74.3442,-2.9451,-1.1803,3.0296,-8.0114,25.9691,9.0710,-23.8618,-6.6063,-4.1104,5.8009,5.6749,0.5312,-18.3739,-22.1892,1.5437,1.0448,-0.9211,4.0455,0.7152,-3.8735,9.3191,13.3320,21.9574,16.3592,-0.9101,2.6792,19.3697,-13.8503,-42.3478,39.6441,1.3160,13.7373,5.9088,0.0392,-3.4393,31.5722,14.5243,-17.2962,6.9167,-6.0127,-15.9556,1.6049,0.4136,-34.6299,1.7618,-11.8756,-11.3967,-0.7290,3.5216,3.1222,2.1679,3.9166,-30.7785,-10.1243,5.6625,-11.0819,-9.1434,-4.3139,0.9861,-8.1322,-7.7745,-11.1684,-8.5691
3325.0000,75.4668,-0.3032,-3.4046,0.4769,-5.5086,24.2175,5.7468,-17.5542,-7.2288,-6.7820,1.5522,1.9179,-4.3225,-18.4544,-17.1157,2.9977,0.1053,-2.3746,3.6873,2.8748,-6.2140,11.6448,11.0209,18.3559,7.6778,-1.4667,-0.3203,18.4452,-16.4866,-33.8018,32.5577,-4.7713,9.6107,4.2794,-4.1860,-5.4520,22.8532,33.9565,-8.5554,8.5665,0.8146,-16.4673,4.6995,1.9205,-31.2948,-7.1684,-13.5803,-8.0009,-1.5790,0.8030,-1.0768,0.0927,4.8355,-28.7329,-9.5124,4.0788,-9.7137,-11.8247,-3.0349,10.4616,-5.0414,-2.8366,-6.4831,-5.0680
3331.2500,75.2814,3.4629,-3.0607,-0.9087,-3.3652,24.0263,-0.3464,-9.7937,-4.8721,-7.5494,-2.3416,-0.2524,-4.5317,-14.0320,-2.2821,3.6205,-0.1496,-4.4407,2.2423,6.2515,-9.2929,16.6380,7.3333,7.8314,3.1172,-10.1067,-0.5362,26.4619,-22.3560,-1.2448,10.2251,-8.3543,4.1070,2.2122,-7.4371,-4.9404,20.1333,45.9152,0.9810,6.0470,-0.0092,-21.4885,4.8306,-2.5114,-28.8174,-18.6293,-15.0693,-2.1780,-5.4012,-4.5717,-6.4493,-3.3450,3.9061,-22.8169,-11.0394,1.5667,-10.1921,-16.5315,-2.3141,23.9020,-3.9762,0.0528,-1.4258,-1.1848
3337.5000,69.7596,3.1782,-3.9359,-2.7682,-3.2419,26.0703,-4.4240,-7.9660,-3.7236,-8.5883,-6.9260,-0.9729,-1.7768,-9.9295,18.3878,1.5427,-1.2106,-7.8172,-0.6726,7.4939,-6.8023,19.2705,4.1709,-4.0868,9.6384,-21.3219,-0.7610,32.1441,-31.7990,32.2984,-16.0479,-7.0912,-0.9162,-1.2725,-9.2117,-4.7826,25.7155,38.2490,8.4182,0.8872,-5.6044,-25.7190,7.1950,-7.9510,-27.5206,-19.4589,-15.8128,5.0344,-8.8847,-7.6680,-9.0273,-5.4237,2.3778,-14.1867,-11.0391,2.2534,-10.1994,-18.5008,-0.8387,34.7954,-2.7166,2.5244,3.4525,3.7406
3343.7500,58.3875,-1.3888,-7.5457,-6.4737,-4.2747,25.8693,-5.9129,-12.6122,-5.2372,-11.0952,-11.8194,-2.4527,-0.5416,-8.5485,33.8384,-0.7828,-3.2097,-11.1263,-3.8496,4.7336,0.3247,11.1863,0.3185,-14.4259,21.2144,-24.7981,-3.0071,23.8032,-38.5949,42.9401,-29.8551,-4.9107,-3.5401,-4.8008,-10.5813,-7.3067,32.4589,11.5929,13.7085,-3.1301,-4.6703,-25.4579,11.4483,-10.4408,-25.9101,-7.2422,-15.8757,14.0462,-7.6963,-5.4964,-6.7659,-3.6427,2.0518,-5.8918,-8.2841,8.0359,-6.7490,-13.9882,3.3098,39.4375,2.0607,7.3289,10.0984,11.7391
3350.0000,48.4846,-4.7046,-10.2802,-10.4122,-3.6330,20.9335,-6.5700,-16.6738,-6.2710,-12.8005,-13.6900,-5.1851,-2.7329,-7.3741,34.5643,0.6402,-3.7546,-11.5695,-4.9759,-0.2201,3.7105,-6.4968,-4.9003,-21.7242,22.7892,-15.9945,-6.1994,4.4563,-36.2939,26.3817,-22.7452,-5.8482,-3.3328,-6.0387,-11.8511,-11.5081,31.7405,-15.9063,14.8695,-4.3750,8.0084,-22.4092,12.3293,-9.2960,-23.3582,4.7567,-19.0553,23.3447,-1.2369,-0.0543,-1.5575,1.2197,3.2712,-1.8028,-6.0365,15.7601,-0.6088,-5.1476,8.4979,36.7758,9.8109,13.7171,17.1213,21.4415
3356.2500,48.0846,-2.6753,-8.1908,-11.7931,0.1661,15.4498,-7.0188,-13.7031,-3.5156,-10.6322,-9.7739,-6.9329,-6.0357,-3.3643,22.3682,6.5447,-0.3561,-7.8345,-3.1046,-3.7927,-4.4503,-20.9689,-8.2982,-22.1782,6.9065,-1.1479,-7.3678,-10.4828,-24.8673,0.1569,-3.5464,-7.9083,-1.2043,-4.0101,-11.0513,-13.2239,22.2700,-20.4862,9.2466,-4.5957,24.0886,-20.7053,8.5465,-5.1960,-22.9161,1.5857,-27.4285,28.0613,6.8195,4.2811,3.0400,5.8404,4.6298,-4.5104,-8.6075,19.3538,3.6244,1.5202,9.8071,26.0357,14.2224,16.7940,18.5461,25.8849
3362.5000,56.3565,2.5937,-1.7483,-9.2825,6.3036,16.6152,-5.6604,-4.6513,2.3949,-4.4441,-1.4569,-5.0405,-6.7664,3.0483,10.9015,13.5009,6.4162,-1.6703,0.0165,-4.1015,-23.2130,-20.8075,-5.9427,-12.0786,-14.3748,8.7004,-4.9287,-9.3398,-11.6653,-14.3144,8.0416,-5.8957,1.5341,-0.2417,-6.3684,-8.9070,11.2013,3.6784,-0.7862,-6.1222,30.8848,-22.5641,5.4713,0.3291,-25.6539,-17.0000,-36.8293,23.4447,10.9601,4.5089,4.5198,6.9773,3.9008,-13.6009,-16.1098,14.1390,1.5978,1.2952,3.5015,8.8135,9.8527,12.0842,9.5174,18.4646
3368.7500,65.4030,5.4117,3.7881,-4.9142,12.3676,25.0379,-2.1064,2.9537,6.7197,1.8333,5.6711,0.0776,-4.4611,8.5773,13.2540,16.5702,12.0014,2.9724,1.2021,-2.5761,-43.6272,-8.5299,0.5024,4.6193,-18.0122,7.7501,-0.6198,4.7671,-7.0179,-10.1320,0.5817,0.5135,3.7709,2.6909,0.6216,0.5767,7.6327,34.0103,-6.9742,-7.8467,26.7266,-26.3980,7.9933,4.0785,-26.8874,-35.4835,-40.6580,10.8277,8.2090,1.2196,3.2971,4.8602,0.9905,-24.0011,-22.3408,1.7054,-5.4312,-4.3017,-7.2687,-8.9353,-1.4253,1.9616,-5.6550,1.8558
3375.0000,68.1364,3.0788,4.2812,-1.9668,15.9014,32.5264,1.5247,3.2593,6.0482,4.2909,7.0803,4.7136,-1.5226,11.4001,27.9408,14.0243,12.1765,3.7491,-0.2850,-1.3084,-57.1092,4.4307,4.7508,16.7519,7.3025,0.0303,2.5132,18.7545,-16.2468,4.8950,-16.4663,5.2902,4.8228,3.6934,5.3594,9.8679,14.8367,38.2629,-2.8839,-5.9769,22.5654,-28.9743,13.4006,2.1737,-22.0828,-39.1330,-38.5019,-2.3804,0.1560,-2.8886,1.3283,2.4967,-1.6671,-28.5741,-21.1269,-10.7867,-11.7232,-10.5395,-14.6915,-19.5423,-12.6001,-6.0340,-16.1716,-12.6311
3381.2500,66.6067,-0.7711,1.6211,-1.3819,16.0569,31.1027,3.2611,-1.6917,2.4880,3.3207,3.7861,5.7267,0.2212,12.9575,41.5086,8.8191,7.7104,1.8642,-1.9122,-0.7172,-61.3149,12.0262,3.0998,16.4580,46.3279,-6.0783,2.8849,21.8768,-34.2488,20.3782,-22.4467,3.8125,4.2307,3.1417,3.8526,12.9269,26.9791,7.0599,8.1303,-0.0594,26.9888,-29.2740,14.7031,-6.0157,-11.9016,-29.8444,-37.2064,-9.8314,-8.7356,-5.8129,-0.5838,1.6953,-2.1481,-23.9039,-14.2379,-16.7978,-13.1853,-14.6662,-14.4067,-18.2095,-17.5830,-7.0885,-15.8502,-15.7187
3387.5000,68.6337,-1.2265,0.0790,-2.5008,12.8663,21.2706,2.3882,-5.8685,0.4498,1.9660,-0.0406,2.8770,0.5114,14.4568,43.5111,5.1769,3.2869,-0.2329,-1.5864,-0.4924,-58.8452,17.2685,-1.1954,8.3008,67.6696,-6.2066,1.2094,13.0798,-46.6090,30.8042,-7.5098,-0.8596,2.3629,1.9742,-3.0565,8.2289,33.5308,-33.3574,16.7138,4.9794,34.8249,-28.8439,11.0760,-14.7890,-2.7240,-22.0480,-40.4324,-11.6974,-13.4469,-6.7181,-2.5334,2.0074,-0.8710,-13.1043,-9.6373,-15.2291,-10.2532,-16.8214,-8.8421,-7.7437,-16.3366,-2.7089,-8.2842,-8.8523
3393.7500,74.6990,2.2453,1.2968,-4.2760,7.5576,11.7671,-0.7104,-6.5831,1.8086,2.2981,-1.4576,-1.6455,0.1193,14.6287,36.3383,5.3001,3.0291,-1.0985,-0.0615,-0.7904,-53.0578,22.9721,-1.5802,4.9008,52.7376,-2.0670,-0.3136,0.0561,-40.0295,32.6577,17.6882,-2.1843,0.7068,1.3056,-9.5806,0.2539,27.6930,-45.7877,18.0034,3.6536,33.4361,-30.0889,9.5257,-16.3480,0.8945,-25.8153,-42.5489,-13.1551,-11.7822,-6.0529,-4.5534,1.8480,-0.4410,-3.9573,-12.8184,-10.9113,-6.3535,-17.8513,-4.2693,3.0500,-12.7789,2.0808,-2.3073,-1.2954
3400.0000,76.2768,6.2936,3.0555,-5.7313,3.4175,10.6461,-5.3774,-7.1080,4.1463,3.6163,-0.7066,-5.1712,-0.6695,11.8282,30.7409,7.8454,6.6854,-0.9528,0.1806,-2.3797,-47.0456,24.5135,3.5529,11.6572,14.5364,2.0038,0.1983,-7.2174,-16.1368,22.0550,33.9754,0.5234,0.3845,2.0067,-10.1814,-4.7530,11.7395,-20.6344,15.1667,-3.8047,18.9094,-34.0071,14.7774,-8.7457,2.5698,-36.2736,-35.7774,-17.2774,-5.9264,-4.8545,-5.8212,0.8497,-2.5462,-2.6109,-20.5975,-9.0682,-3.3732,-17.0486,-3.8522,6.5047,-8.8100,4.8706,-2.0548,0.9872
3406.2500,65.3375,7.5433,2.3218,-6.1722,3.7977,17.4971,-10.3156,-11.9655,3.8796,3.9501,0.5518,-6.5464,-1.9936,7.7471,32.3832,9.6762,10.7531,-0.2469,-1.4137,-4.9963,-45.4492,16.9962,9.2308,20.4057,-13.0295,3.3198,3.4219,-3.8038,6.7669,0.8462,33.0059,0.9726,0.9400,4.4739,-4.3449,-4.1892,-4.4272,14.0230,13.0879,-10.7809,2.4051,-38.4245,21.9039,1.7715,7.0325,-39.9752,-21.0116,-20.9195,-0.3114,-3.3214,-5.0023,0.6715,-5.5204,-8.5535,-24.9919,-10.2674,-0.0448,-13.6434,-4.9249,1.1144,-4.4232,7.0152,-3.9614,0.1283
3412.5000,45.4893,6.2159,-0.3206,-4.6242,9.3411,25.6607,-12.2695,-19.9126,1.2074,3.1476,2.2098,-5.9282,-2.9471,8.0177,37.4110,9.3802,13.0480,1.5522,-2.3109,-6.5203,-52.0600,5.9797,10.2109,20.3196,-6.8719,1.8783,8.3423,5.4268,9.7543,-19.3050,22.7428,-4.6977,0.6810,7.4769,2.7785,-1.0643,-11.3745,22.4418,11.1138,-11.3399,-1.8250,-39.8934,21.1981,6.7395,13.1420,-30.9903,-8.6722,-19.2632,1.2163,-0.9010,-2.4409,2.1536,-6.7397,-16.2937,-23.1813,-12.6299,4.3446,-9.4920,-4.1361,-6.8498,-0.4278,8.6297,-4.2089,0.2403
