Time,Fc5,Fc3,Fc1,Fcz,Fc2,Fc4,Fc6,C5,C3,C1,Cz,C2,C4,C6,Cp5,Cp3,Cp1,Cpz,Cp2,Cp4,Cp6,Fp1,Fpz,Fp2,Af7,Af3,Afz,Af4,Af8,F7,F5,F3,F1,Fz,F2,F4,F6,F8,Ft7,Ft8,T7,T8,T9,T10,Tp7,Tp8,P7,P5,P3,P1,Pz,P2,P4,P6,P8,Po7,Po3,Poz,Po4,Po8,O1,Oz,O2,Iz
281.2500,12.0102,-12.5977,-6.2067,-16.8450,-24.1567,5.8815,-34.3592,7.1855,-0.3632,-11.4758,-12.9170,-7.9854,-4.4581,-24.9225,38.1366,-4.8844,-7.2743,-10.6164,-3.4563,-2.0578,50.0734,-45.0025,-15.5828,-5.5761,0.0641,-2.0452,-23.9545,-11.7471,-5.7073,1.0382,-44.2515,-20.4786,-10.0783,-14.3851,-4.4355,-5.0388,-24.5946,57.6655,18.1288,2.4198,3.3825,-1.7438,17.8197,-11.0130,54.9037,8.3587,40.0660,-1.2288,5.2828,5.4358,-1.6144,2.0197,5.5931,9.9180,-21.8038,-5.6405,20.3033,16.4928,10.2031,-21.4643,24.1902,35.0020,18.2700,12.1182
287.5000,37.2284,-7.1506,-2.1603,-12.2759,-14.8421,13.4840,-34.3928,8.9454,2.9833,-9.5256,-5.6735,-2.2866,0.9902,-22.8511,62.4868,-4.1169,-5.4970,-7.8911,1.3942,2.0817,61.7132,-51.2979,-25.5308,-18.0330,11.7014,-6.6501,-28.4886,-15.5250,-9.6401,-4.1595,-45.1582,-20.8676,-12.0966,-14.7877,-8.2377,-6.6262,-21.0579,35.8445,21.5003,0.4074,-2.6975,-0.5354,15.3631,-17.3335,48.4315,8.0984,32.0482,-9.2762,1.1544,2.4324,-6.9909,-2.9369,2.8288,15.9741,-19.6252,-2.7181,17.1875,7.9157,6.5303,-16.7680,21.4427,31.1638,14.4743,9.8959
293.7500,49.0802,-0.3933,1.4109,-8.0671,-8.2888,15.6253,-31.8857,9.7422,5.9332,-38.5577,-0.0940,2.4009,5.8025,-16.7134,83.3775,-4.9601,-6.6719,-7.4880,3.4966,3.2048,72.1313,-37.4211,-21.2121,-15.7377,6.6659,-7.5696,-27.0573,-9.0577,-13.2317,-9.3259,-40.9974,-19.2132,-12.4097,-14.7889,-9.4366,-2.8572,-7.7866,21.9870,20.9534,5.4579,-4.9038,4.3659,18.0559,-13.2428,43.6530,10.4965,24.7323,-12.9680,-6.2438,-4.3352,-15.5224,-11.1171,-4.8920,17.7545,-16.5372,0.2446,10.7679,-3.5850,0.8684,-18.6927,13.1166,18.5560,8.4908,4.8908
300.0000,31.7130,2.2687,1.5789,-6.2652,-9.2613,13.8039,-23.0088,6.7711,4.6779,-95.5102,-0.1060,2.3424,8.3041,-6.2287,80.1973,-8.7721,-12.9159,-11.1543,-0.2723,-0.6706,72.0921,-14.0695,-1.7835,6.7136,-3.5337,-6.0516,-19.2687,2.1150,-0.8872,-9.3964,-38.1095,-18.8072,-10.4756,-12.7840,-5.6987,6.3625,10.9978,36.1027,15.8569,20.5330,-3.0202,12.0743,22.4917,1.9954,48.4126,15.8843,18.2522,-11.3964,-14.8643,-13.3816,-22.3232,-17.7324,-13.1762,13.2921,-13.2422,-2.9381,1.5381,-12.6177,-4.0512,-20.9895,1.1832,3.0762,3.2192,0.9139
306.2500,1.8726,-0.8771,-2.0726,-6.8192,-15.6145,10.5064,-11.4735,0.9472,-1.5024,-151.8205,-4.9220,-1.4802,7.9552,4.7152,54.4285,-15.1596,-21.6309,-16.9355,-7.5021,-6.7748,65.4574,1.9610,18.7812,33.7582,-4.2609,-4.8238,-11.1737,9.0453,24.8754,-7.6694,-40.3623,-21.3783,-8.5809,-10.0736,0.2991,15.8989,27.1288,62.1306,10.7234,38.3811,-4.6054,19.2265,23.6380,19.2247,60.4279,20.9604,13.0121,-8.0035,-21.1140,-20.9610,-23.3983,-18.3834,-16.1800,7.3915,-8.0721,-11.3311,-6.0720,-13.7358,-4.5713,-18.2930,-8.0988,-4.3689,2.5497,4.8003
312.5000,-12.8647,-6.8988,-7.1208,-7.9714,-20.5828,7.9059,-2.7083,-4.1885,-8.9007,-178.8068,-9.8288,-4.1479,6.3817,12.2584,27.2183,-21.2973,-27.3837,-20.3638,-11.9660,-9.5919,63.6380,1.5898,23.6586,41.6343,1.3446,-6.6747,-8.8392,11.2862,43.1903,-12.4463,-46.8856,-25.2471,-9.3915,-9.2464,4.8219,20.5990,35.2077,69.1889,7.4020,49.5793,-13.9615,24.1688,22.0228,28.3687,70.7298,23.2989,11.3865,-6.6090,-22.5887,-24.3263,-19.3097,-13.2790,-12.3486,5.3066,0.3873,-17.6827,-7.5957,-7.5250,-0.5058,-9.4697,-10.0269,1.2446,6.8011,17.9620
318.7500,-3.9821,-11.5580,-10.5493,-7.9232,-18.8740,7.1341,3.1166,-6.1894,-12.7931,-173.2349,-10.6879,-1.8836,6.0496,16.3562,17.7306,-24.2938,-27.0797,-18.9696,-10.2239,-6.6918,71.4384,-12.2323,8.4737,21.7479,-3.1547,-12.8595,-12.4936,15.7273,39.9369,-25.7370,-54.1446,-27.4917,-12.8442,-11.0454,7.0099,20.8260,36.3813,49.0344,2.6481,51.6041,-25.3507,28.9398,21.7925,27.4344,74.4570,23.8440,14.1285,-7.7512,-20.0878,-24.0071,-14.0956,-6.9755,-5.6040,6.3531,10.5495,-17.2607,-3.3872,-0.5005,4.2756,3.3425,-5.8674,13.4205,11.9854,32.0867
325.0000,11.5541,-13.6907,-11.5690,-6.6796,-11.2665,7.5388,10.1390,-5.8587,-11.9288,-155.4784,-7.5263,3.8618,8.1813,19.3229,25.8930,-23.5914,-22.5344,-14.5192,-4.6794,-0.8598,81.4592,-30.1201,-15.0294,-10.4951,-23.7015,-21.9620,-17.4747,25.1519,25.1580,-40.0439,-58.6724,-28.0476,-15.9911,-13.2847,8.6542,21.6547,36.2939,23.2314,-5.2852,49.7358,-29.0104,36.6194,23.5751,22.5646,72.6849,25.3353,17.8616,-9.0488,-15.9928,-22.5566,-10.7718,-3.4221,-0.4543,5.8417,18.5926,-13.0831,1.9693,1.5647,6.3574,14.9423,-2.0357,20.6068,14.2935,36.0265
331.2500,13.4431,-14.6739,-10.8382,-4.9971,-2.1927,8.0983,20.9390,-5.0344,-8.4087,-144.5723,-2.9788,8.7997,12.6293,22.3643,37.7781,-20.3781,-17.4702,-10.1805,0.3325,3.9736,83.5699,-43.9364,-30.5183,-31.9086,-46.2140,-30.7977,-20.1266,32.7917,18.9278,-48.3184,-58.7671,-30.5449,-16.6861,-13.8762,10.3060,26.0154,38.8530,14.3395,-13.0485,49.4396,-23.2157,46.3326,22.3647,20.6517,69.1449,28.5986,17.5345,-8.7516,-12.3312,-22.2213,-9.6723,-3.2289,1.8506,1.3609,21.1328,-11.7016,4.4070,-0.7368,5.6207,20.0696,-2.0375,17.3482,13.4677,27.8791
337.5000,2.0412,-15.7725,-9.9347,-4.0427,4.7460,8.0736,31.9293,-4.7305,-5.5976,-142.0515,0.2528,10.4409,17.5879,24.0233,43.1856,-16.6120,-14.1735,-7.6098,2.8046,6.5108,76.9858,-51.5424,-32.4181,-35.1654,-55.1479,-37.3934,-21.4412,30.3800,24.7216,-52.8137,-55.2918,-38.1084,-16.3660,-13.6030,9.9541,30.7468,42.7262,20.6048,-17.0475,51.5041,-16.4273,53.7864,15.0286,24.1860,65.9151,32.8858,12.8731,-6.7126,-9.4086,-22.5537,-9.2204,-4.0253,3.5541,-3.7156,19.0835,-13.7283,5.0902,-1.5914,5.3034,17.8587,-2.0468,9.8485,13.4060,18.2547
343.7500,-7.7004,-17.3691,-10.6000,-5.0483,8.3198,7.1660,36.7545,-4.7800,-5.3406,-139.0181,1.0101,9.3469,20.6467,23.0940,42.5859,-13.5317,-12.3229,-6.1193,3.7895,8.1622,70.4713,-55.3196,-28.5074,-32.2033,-53.5439,-42.1903,-24.1131,19.6942,26.7565,-60.0354,-51.1987,-48.8296,-17.9271,-14.5011,6.5366,30.9364,44.1039,23.8813,-18.8251,54.7179,-17.0840,56.9148,6.6763,31.6303,60.8727,38.4563,9.6964,-2.9568,-6.5858,-21.0627,-8.0205,-3.4512,6.7844,-4.5488,17.5646,-12.9066,7.9851,2.2467,8.0693,13.4623,2.8300,8.2497,17.4976,18.7308
350.0000,-7.3340,-19.0855,-13.1379,-7.7766,9.1560,6.0061,34.2763,-4.1535,-6.5862,-131.4318,0.0348,7.5584,20.9045,22.2382,40.7947,-10.8992,-10.3050,-4.3134,4.7364,10.1485,72.4449,-58.0650,-29.5797,-36.2308,-57.0235,-46.8759,-28.5818,11.0896,12.9617,-70.2435,-50.3764,-57.1781,-22.2519,-17.3067,1.9775,26.2049,40.9644,15.6650,-23.2097,59.2104,-24.8769,58.3437,4.9160,39.5301,52.4872,45.6636,12.5410,2.7380,-4.3682,-16.6850,-6.3455,-1.6908,10.5194,-1.1260,21.1200,-5.2352,13.2968,7.0646,12.6234,15.5247,11.6633,14.5956,24.0284,29.2455
356.2500,-4.0054,-21.1315,-16.9903,-10.9689,7.9852,4.8987,29.6958,-2.8422,-7.6204,-124.0899,-1.4823,6.2965,19.5993,25.9848,37.6324,-8.1716,-7.6795,-2.1332,5.5852,11.9563,82.8970,-60.6098,-38.4037,-45.6514,-70.4570,-52.6821,-33.2734,10.8071,-7.8921,-76.4556,-55.5182,-60.5859,-27.6429,-20.8538,-0.8766,21.2308,34.4860,7.7984,-30.8044,66.3478,-32.7592,62.5786,10.1678,45.1605,42.8217,53.0670,18.8390,10.2128,-3.7457,-11.1620,-4.8445,0.3051,12.8930,2.6237,30.0589,5.3860,16.6539,6.9630,16.1459,27.7339,17.1694,21.4252,28.5242,39.4030
362.5000,-11.0072,-24.1940,-20.8047,-12.8826,6.1969,4.1444,28.8722,-2.2778,-7.7202,-120.8542,-2.2250,6.1443,19.9669,35.8983,27.6428,-5.2250,-5.2626,-0.0546,6.6212,13.7057,95.4705,-61.2654,-48.1688,-48.6097,-79.3479,-59.4190,-37.0733,14.0605,-17.1331,-73.7430,-65.8271,-62.6110,-32.4307,-23.7856,-1.6542,20.1769,27.0760,15.7759,-36.2295,75.3873,-36.5671,70.7273,14.8109,48.7309,37.1664,57.4212,21.0230,17.4935,-5.1439,-7.8338,-3.9379,2.2654,13.8302,3.6713,39.8113,11.0062,13.8330,0.8729,16.9940,44.1656,13.2914,20.3479,27.8986,40.7881
368.7500,-30.3825,-28.2440,-23.4627,-12.8115,6.3384,4.8249,32.1742,-4.5043,-7.9509,-118.6036,-1.4301,7.9127,24.0835,47.9118,9.4391,-3.3164,-4.4402,1.5550,9.0137,16.8445,105.1618,-58.5143,-51.3798,-40.7494,-68.7113,-66.1655,-40.5032,11.4094,-9.7068,-65.7623,-76.9181,-67.8952,-36.9481,-26.2667,-2.7935,22.2307,20.2039,37.0118,-34.9681,82.4590,-39.6129,79.4904,13.0169,53.9628,41.2389,57.3815,14.8119,21.4953,-7.8934,-8.1581,-3.6092,4.3954,15.1262,2.6795,44.9041,8.8047,6.2591,-5.5397,15.8622,55.1729,2.8444,11.8745,23.4670,35.8796
375.0000,-52.0847,-33.0027,-25.6802,-12.6927,9.0431,7.7639,34.7263,-10.4839,-10.4129,-113.1037,-0.0445,11.1385,29.7387,55.3025,-10.1277,-4.4372,-6.1915,2.2153,12.8328,21.7180,111.4044,-53.6972,-47.7228,-31.5726,-43.9126,-71.6796,-43.9013,0.1998,2.0005,-59.6316,-82.9481,-75.1553,-41.6069,-28.7484,-5.7252,23.9802,15.2458,51.8927,-28.7680,84.7792,-46.4589,85.5946,8.8984,65.2916,53.3607,56.7021,4.4799,21.0458,-9.9921,-9.5053,-2.9044,6.7839,18.2588,1.9126,43.8434,4.0170,0.3838,-5.8600,14.8082,56.4542,-6.0010,5.2710,19.8014,33.1640
381.2500,-66.4032,-37.4514,-28.1480,-14.6102,11.4137,12.8369,33.5193,-17.4365,-15.0065,-105.3039,0.3920,13.5369,32.3813,55.2020,-21.2816,-8.2827,-9.4062,1.7247,15.9383,25.8041,114.9570,-50.1510,-42.9304,-31.8494,-26.3158,-74.3169,-46.2063,-13.4193,5.8036,-57.7384,-80.3331,-77.8770,-44.9787,-30.9005,-9.2551,23.9911,13.8656,45.5242,-23.6854,83.5949,-55.8423,88.3855,10.6959,81.7477,64.1620,60.2475,-2.6582,18.2488,-9.8543,-8.2742,-1.1875,8.1389,21.5479,1.2429,38.8720,2.1790,0.3131,0.0268,14.2451,53.9368,-7.3991,7.9978,19.6479,36.3824
387.5000,-70.0261,-39.7869,-30.4899,-18.6432,9.0077,18.0334,30.6213,-20.5298,-19.1738,-99.7656,-1.1515,12.6771,29.2864,50.4365,-20.1048,-11.8993,-11.6126,0.0821,15.2291,25.1761,114.2728,-50.7699,-42.4507,-40.3828,-29.6774,-73.0991,-46.8572,-22.8907,2.8581,-57.9063,-70.5400,-72.7579,-45.4718,-32.5081,-12.0216,23.5733,15.9802,25.1053,-23.9772,82.8356,-61.5395,88.7332,19.5392,95.8158,65.2916,68.2312,-4.4261,17.3359,-7.3409,-3.8507,1.1677,7.2193,22.0347,-0.2628,33.6285,2.8928,4.1210,6.8934,13.6647,58.0494,-1.6357,18.7495,22.8702,42.1367
393.7500,-65.5952,-39.1606,-31.7812,-23.0273,0.3610,20.8169,29.6338,-18.0053,-20.5035,-97.9609,-4.4200,8.3346,22.6896,45.4574,-12.6610,-12.3290,-11.1878,-2.0872,10.3039,19.2997,106.2581,-55.1526,-46.1512,-46.2561,-45.8631,-68.6411,-47.0922,-27.3268,1.2811,-58.9169,-58.8789,-64.9370,-43.9922,-34.1024,-14.4479,23.9394,18.6600,12.9302,-29.2427,85.3450,-59.4801,87.0826,27.8068,100.5220,57.7458,75.7051,-5.1190,21.0946,-3.9321,0.6418,2.7723,4.5263,19.2723,-0.6662,30.8576,2.0790,6.8267,10.2253,13.3664,72.6709,6.6437,29.8115,28.0131,45.9432
400.0000,-56.8901,-36.8048,-31.6315,-25.8153,-10.2425,21.6307,31.5549,-13.8076,-19.3496,-96.4823,-7.9543,3.2745,17.9364,41.8169,-7.7245,-10.0285,-9.2047,-3.8499,4.3636,12.7494,90.7878,-59.2780,-49.6088,-43.0993,-55.8334,-63.3235,-48.6543,-29.4644,2.2051,-62.4228,-51.1000,-62.6117,-43.6995,-36.5684,-17.8015,23.9660,18.0737,22.4400,-37.0441,89.9402,-52.7178,83.1824,28.1634,96.7218,52.7396,77.5192,-9.7186,27.7968,-2.3750,1.6112,2.1066,1.6917,16.0318,3.9196,31.6577,-1.5170,5.8582,10.5712,14.2858,91.8518,14.2094,34.9523,33.5892,47.4245
406.2500,-47.2472,-36.3144,-31.9875,-27.6490,-17.3096,23.3371,33.9906,-14.8138,-19.3313,-93.0688,-10.8492,0.1610,17.5443,37.8040,-7.6297,-9.2289,-9.1421,-5.2547,0.7212,10.7341,72.8910,-58.3510,-49.2732,-35.1510,-50.7197,-60.1245,-51.6731,-31.7056,0.9608,-68.0951,-50.4381,-67.9011,-46.1040,-39.5545,-21.5543,21.5039,12.8194,46.2693,-44.5175,93.4051,-47.7325,78.3769,22.0630,92.7983,57.2545,74.1036,-17.0837,32.9375,-3.8221,-0.3966,0.0605,0.8104,16.1021,14.5707,36.3114,-3.5634,3.8655,11.9974,17.4262,104.4230,20.2120,34.8845,38.9699,48.2776
412.5000,-41.4834,-40.3902,-34.6966,-30.2422,-19.7183,27.8440,35.1787,-22.9848,-22.6864,-89.5466,-12.6496,-0.8881,19.5340,32.9560,-8.0326,-12.5742,-12.7521,-6.4945,0.3859,14.3124,59.5327,-49.7751,-44.7992,-28.2343,-38.0937,-60.3752,-54.3577,-35.4317,-1.2747,-71.0290,-56.6283,-75.2566,-48.7454,-41.2867,-23.3977,16.0928,4.7759,66.9298,-48.5771,93.9807,-47.8667,75.5258,16.4308,95.7648,62.0637,69.9771,-21.6161,33.4062,-6.3653,-1.4948,-0.4321,2.7775,20.0886,25.9348,42.8772,-0.0892,4.6771,16.2073,21.7913,103.0422,24.1486,33.7028,42.7113,47.6164
418.7500,-40.5439,-46.7514,-38.4899,-33.2394,-20.3468,33.3576,36.1693,-32.1802,-26.9118,-88.1616,-12.7617,-0.9341,20.6790,30.3944,-5.0872,-17.4926,-17.6089,-6.9788,2.3227,19.7869,54.1058,-36.3681,-38.8545,-22.2893,-31.1657,-63.0461,-55.3806,-41.4893,1.9541,-68.3505,-66.5026,-78.4894,-48.3746,-40.9009,-22.3311,9.8773,-3.0163,74.7193,-48.5885,92.2592,-51.3386,76.1287,14.3774,103.8203,51.1626,67.8895,-20.2206,30.4873,-6.5973,0.7939,2.6728,6.8031,24.8790,30.7549,46.9102,7.0553,8.8709,20.6486,25.0484,90.3698,26.1581,33.6312,43.1947,43.5102
425.0000,-39.3969,-50.0482,-40.2631,-34.5283,-21.6436,35.6099,38.3726,-34.8776,-27.6219,-87.8414,-11.1846,-0.2632,20.4222,33.1206,-2.3930,-19.1271,-19.6178,-5.7803,5.4895,23.0648,53.3793,-26.2493,-35.4424,-16.3651,-35.5272,-65.4705,-54.9837,-47.2431,9.0924,-65.7700,-74.5608,-76.5793,-45.0289,-39.2301,-19.3866,6.7702,-7.3043,72.2733,-48.6680,89.9891,-54.0551,79.0945,13.4441,109.0076,21.1049,66.8164,-14.6707,28.8986,-2.6457,4.9102,8.4695,11.8000,27.6862,28.4335,45.0223,12.6843,14.0720,21.9327,26.6126,75.3873,26.9412,34.3779,41.3908,38.0971
431.2500,-33.7134,-47.2621,-37.9230,-32.2933,-21.9820,33.5888,41.8973,-30.1106,-23.3772,-85.3360,-8.8224,1.9481,21.4120,39.7469,-6.7183,-15.9357,-17.1139,-2.7854,9.7026,23.8996,50.7076,-27.1336,-37.6561,-16.2128,-46.3704,-64.9088,-53.6234,-45.3226,6.5483,-72.7690,-75.2132,-71.7566,-41.8763,-37.5705,-15.9292,9.5892,-4.9133,63.9537,-54.6350,87.5490,-53.6228,81.7181,11.0438,105.2912,-9.3903,64.1991,-8.6114,31.8050,3.0312,6.8738,13.1847,16.3372,28.2238,25.6941,38.1815,13.7257,17.4121,19.6760,27.5635,65.9058,28.0600,34.9661,40.0072,37.4459
437.5000,-25.6807,-41.2436,-33.3748,-27.9096,-18.8937,30.6235,45.1509,-24.2512,-18.0670,-80.4185,-7.7246,5.4362,24.7861,44.9694,-17.5268,-12.0826,-12.7925,0.0395,13.6498,24.3065,42.4796,-39.2569,-45.5675,-28.8089,-55.1802,-60.8420,-51.3554,-31.6011,-14.0023,-89.5310,-67.5871,-65.3310,-41.3225,-36.4276,-12.7850,16.5262,4.7506,49.7340,-65.4261,83.9725,-50.1085,82.4063,8.9727,94.1618,-16.1769,59.6129,-3.2478,37.8118,5.9478,5.2509,13.9924,19.2013,27.9593,28.9613,31.9903,11.9479,18.3643,17.2760,29.2029,62.6302,30.3958,35.9478,41.1613,44.9034
443.7500,-23.4355,-38.0245,-30.7188,-25.0515,-14.3480,29.3479,45.8465,-22.9769,-16.4601,-76.4712,-9.3537,7.6372,27.7812,45.2352,-26.3631,-12.0953,-10.1802,0.6140,14.9312,24.9920,31.3132,-52.7489,-54.0548,-47.8806,-56.3037,-55.2629,-48.5423,-14.5747,-37.8513,-102.0950,-58.0146,-58.0911,-42.2950,-35.4992,-11.0994,20.8499,16.6839,32.1337,-70.4313,79.4948,-44.5334,81.8151,10.9672,83.3688,2.7537,55.0410,1.9147,42.4351,4.4985,2.9592,11.7618,19.8828,27.2375,36.5249,31.4758,10.5335,18.2060,17.8269,30.7790,59.4706,31.8129,37.8046,43.5166,55.3103
450.0000,-29.1576,-39.6085,-31.0592,-25.1906,-13.0379,28.0108,42.8328,-24.2769,-18.0675,-75.1549,-12.3689,6.5214,26.9211,42.8083,-26.5944,-14.7582,-9.2461,-0.4639,12.5846,24.2671,23.2575,-55.1708,-55.4206,-54.2678,-49.3248,-51.0842,-46.7045,-11.5473,-39.0256,-96.3292,-55.6753,-53.0085,-42.5437,-35.2026,-13.0867,15.9634,21.9536,20.9642,-61.2784,75.9736,-38.2813,80.6476,16.9729,80.5651,25.2285,51.7840,4.7166,41.9514,1.2684,3.5136,9.4053,18.4081,24.2605,40.1075,35.6775,9.7277,17.6416,20.7341,29.4922,52.0284,29.8893,38.8595,42.9200,59.0779
456.2500,-33.1074,-42.6199,-32.2868,-26.8320,-16.7592,22.6149,36.9620,-22.6731,-18.4859,-74.0853,-14.1119,2.9474,21.8869,41.9694,-22.6526,-15.0307,-7.4261,-0.7067,8.4593,20.3630,21.7261,-44.0378,-47.0656,-37.7056,-38.0215,-49.9799,-47.1585,-29.4474,-12.6855,-75.3011,-63.4023,-53.3739,-41.6812,-36.1140,-18.8150,3.4897,16.8201,23.6196,-44.7420,75.2018,-32.0966,78.3996,23.6041,87.9841,28.7060,49.9316,1.8017,36.8461,0.5243,7.4398,9.2305,16.3118,18.7959,35.2955,39.6706,8.3543,16.8652,23.0672,24.7939,42.7525,24.5363,37.4323,37.8784,52.1241
462.5000,-26.4536,-43.2771,-31.7582,-27.4589,-21.3596,14.2565,32.4352,-17.1131,-14.8170,-69.8073,-13.0481,-0.0559,16.6201,43.3719,-25.8764,-10.3895,-3.2927,1.5546,6.0964,14.7919,24.7168,-29.7853,-35.3922,-13.0774,-26.8820,-50.9035,-48.4174,-51.9318,13.9944,-57.8368,-73.0496,-57.1838,-40.5257,-36.9859,-23.4667,-5.5599,8.8434,32.6860,-38.8501,76.4726,-25.4982,73.7105,28.2304,100.1384,13.4256,49.3994,-5.8360,30.9205,3.2895,11.5576,10.7351,15.4310,13.7565,26.4573,39.8181,6.2011,15.5229,22.4358,19.3742,37.6820,17.9120,33.6466,30.9557,39.4498
468.7500,-12.6150,-41.5788,-29.0691,-26.2971,-20.9885,10.2315,34.5450,-12.1512,-9.2489,-62.6530,-10.1947,-0.1983,15.0382,43.4756,-39.1352,-4.5512,1.2474,4.7909,7.0007,11.1562,27.9148,-25.1709,-30.6357,-6.7641,-18.6202,-51.6606,-47.3606,-53.7346,10.7554,-58.6269,-73.0174,-57.0817,-38.8874,-35.5121,-21.4620,-1.3971,9.4834,31.2075,-53.1132,76.5607,-17.5861,66.0336,30.1936,106.8902,-0.2651,50.2011,-11.1372,27.8354,6.1301,12.2411,11.5841,16.1244,12.5429,21.2754,36.9540,4.1002,13.0479,19.1920,16.5037,38.8360,12.9797,29.3614,25.8463,29.4330
475.0000,-3.6061,-40.6248,-26.2194,-25.3085,-15.5836,14.8393,43.3461,-11.4368,-6.6643,-57.0455,-8.1983,1.6616,16.6439,39.5201,-51.4795,-3.4997,3.0213,5.6945,9.2405,11.1248,29.0785,-31.1512,-35.7797,-24.9125,-14.1924,-51.1069,-43.1890,-29.3270,-18.7308,-72.2924,-60.3497,-48.7118,-35.4260,-31.1598,-13.4652,12.7006,19.9358,14.1295,-74.9927,73.5265,-8.4844,57.8705,29.3921,101.8433,1.0979,51.8734,-6.8928,28.5334,5.6678,9.2179,10.6497,17.3257,15.3894,22.4284,34.6301,2.5043,9.3702,15.3854,16.9231,39.2629,10.3949,26.1258,23.8265,25.6550
481.2500,-4.1994,-41.5534,-24.1937,-26.0672,-10.7492,22.4744,51.6301,-11.8942,-8.4660,-55.8764,-8.2228,3.0963,17.8316,34.0313,-49.7227,-8.1563,1.6542,3.3038,10.2219,12.7388,29.2572,-35.0427,-42.1267,-43.2035,-13.9066,-49.5233,-39.1569,-2.0181,-39.4030,-81.3751,-44.3530,-37.4030,-30.5520,-27.0519,-7.7697,21.5276,26.8641,-2.5783,-82.0408,68.4834,-0.7873,53.4212,25.3250,87.9881,10.6434,52.0031,5.2355,30.5923,2.1839,5.1445,8.6067,17.2046,18.3947,25.9603,34.6018,0.9070,4.8624,12.2113,17.7667,30.0707,9.5827,23.2471,22.7281,25.5974
487.5000,-3.4165,-42.2642,-22.8902,-28.4233,-11.1861,22.2589,50.7368,-8.3952,-11.9771,-57.5170,-9.5945,2.7039,15.6898,31.9736,-33.2772,-13.9661,-0.5841,-0.2914,9.0607,12.2650,30.4191,-24.8222,-39.0971,-34.7510,-17.8602,-47.8037,-39.4886,0.5302,-26.6029,-78.0133,-37.8455,-33.2006,-27.6839,-27.3241,-11.8891,13.8038,16.3965,-0.0333,-66.3636,63.7950,2.3408,55.0854,19.2124,74.7468,14.5829,48.0794,15.4994,30.9361,-0.6028,3.1761,7.2773,15.4514,18.2504,28.4363,36.4422,0.6794,1.3646,10.0703,16.7585,10.6314,10.8257,20.1569,21.2697,26.2578
493.7500,9.3675,-41.4216,-22.8171,-31.3898,-15.8499,11.1141,39.9883,-1.7072,-14.2752,-58.1438,-11.2626,0.6537,11.0006,34.9429,-15.8393,-16.2180,-1.4938,-2.2310,7.0210,8.5175,32.6312,-2.9784,-26.2535,-1.5041,-23.9119,-46.0508,-44.0127,-22.5915,5.0873,-71.2362,-45.2818,-38.9810,-29.4632,-31.7746,-23.0718,-4.4048,-8.5165,20.3669,-41.8432,60.6513,0.7772,60.9499,14.7031,68.3128,10.0023,40.7122,16.6087,28.9676,0.3764,4.5002,8.0251,13.8196,16.0753,31.4024,39.2535,4.7358,1.1749,9.1546,14.8514,-10.9510,13.7451,17.9748,20.8798,27.1313
500.0000,28.2057,-40.0388,-24.2027,-33.5221,-19.2132,-0.2023,28.6087,2.2188,-14.5526,-55.5513,-12.4183,-1.5923,7.4682,40.1410,-10.0451,-14.4221,-0.5107,-1.3889,5.8184,4.3211,34.4116,15.5441,-13.7164,28.4982,-27.0747,-43.7562,-47.5785,-45.5566,20.3198,-72.7452,-60.5628,-46.6286,-33.8982,-35.3562,-30.5826,-15.6006,-29.1234,38.2849,-27.4170,58.2719,-2.5560,65.4850,13.3407,65.3804,6.2208,33.1638,10.7969,26.5460,3.5542,7.3447,10.2339,13.6554,15.2318,37.0218,41.8584,11.9996,4.0734,9.3597,13.8141,-25.6819,16.5107,17.5539,22.3552,27.8825
506.2500,36.9821,-39.4591,-25.8229,-33.8021,-17.5980,1.4931,25.2471,-0.3238,-13.8360,-50.9448,-12.7179,-2.3687,7.6666,43.9697,-15.0225,-11.7565,1.5328,1.1176,5.9195,3.3308,34.5309,18.9048,-10.6031,33.1606,-23.4631,-40.9792,-45.3661,-46.3451,4.5562,-81.6261,-74.7847,-46.8174,-35.5830,-33.1519,-26.9933,-9.4140,-29.0946,38.7493,-27.5687,56.2975,-4.7261,64.8396,12.0064,58.8222,6.9875,28.6614,6.4794,25.7107,4.7534,9.0669,12.4658,14.8953,17.5034,43.2382,43.1640,15.4072,7.1055,9.8010,14.0500,-32.1836,15.9565,17.9459,24.0233,26.0102
512.5000,28.5126,-38.6714,-24.4528,-31.1929,-11.9824,16.8591,28.8576,-5.8762,-12.4387,-46.4200,-11.4026,-0.5127,11.4939,45.8640,-20.8556,-10.3036,4.0006,4.1518,7.2648,6.7379,32.7512,10.0553,-15.0680,18.2700,-14.3005,-38.2400,-37.7977,-30.2187,-22.1564,-87.4286,-83.3342,-40.0252,-31.3649,-25.4783,-15.5292,7.1046,-10.2467,27.7659,-33.0654,55.5205,-5.6589,60.2914,6.9577,47.7686,2.3275,27.3234,8.1700,25.9301,1.6209,7.9672,13.5416,16.1702,21.1460,45.2900,42.6133,7.5689,6.7074,8.4746,14.0945,-34.6477,10.6435,16.7934,22.9468,19.1125
